branch,trace,policy,size_mb,hp,threads,rep,miss,tp,requests
perthread,msr_prxy_1,lruforgive,4800,28,4,2,0.0025,1.90,666638963
perthread,msr_prxy_1,lruforgive,4800,28,4,3,0.0025,1.90,665638963
perthread,msr_prxy_1,lruforgive,9600,29,8,1,0.0024,2.91,1276638963
perthread,msr_prxy_1,lruforgive,9600,29,8,2,0.0024,2.98,1288638963
perthread,msr_prxy_1,lruforgive,9600,29,8,3,0.0024,2.93,1288638963
perthread,msr_prxy_1,lruforgive,19200,30,16,1,0.0023,3.89,2297638963
perthread,msr_prxy_1,lruforgive,19200,30,16,2,0.0023,3.96,2338638963
perthread,msr_prxy_1,lruforgive,19200,30,16,3,0.0023,3.92,2352277926
perthread,msr_prxy_1,s3fifoforgive,1200,26,1,1,0.0026,0.82,168638963
perthread,msr_prxy_1,s3fifoforgive,1200,26,1,2,0.0026,0.83,168638963
perthread,msr_prxy_1,s3fifoforgive,1200,26,1,3,0.0026,0.82,168638963
perthread,msr_prxy_1,lru,1200,26,1,1,0.0027,2.88,168638963
perthread,msr_prxy_1,lru,1200,26,1,2,0.0027,2.86,168638963
perthread,msr_prxy_1,lru,1200,26,1,3,0.0027,2.91,168638963
perthread,msr_prxy_1,lru,2400,27,2,1,0.0028,3.84,337277926
perthread,msr_prxy_1,lru,2400,27,2,2,0.0028,3.84,337277926
perthread,msr_prxy_1,lru,2400,27,2,3,0.0028,3.84,337277926
perthread,msr_prxy_1,lru,4800,28,4,1,0.0026,6.40,613277926
perthread,msr_prxy_1,lru,4800,28,4,2,0.0025,6.32,605277926
perthread,msr_prxy_1,lru,4800,28,4,3,0.0028,6.04,674555852
perthread,msr_prxy_1,lru,9600,29,8,1,0.0024,5.73,1234638963
perthread,msr_prxy_1,lru,9600,29,8,2,0.0023,5.47,1221638963
perthread,msr_prxy_1,lru,9600,29,8,3,0.0024,5.38,1245638963
perthread,msr_prxy_1,lru,19200,30,16,1,0.0023,5.70,2364638963
perthread,msr_prxy_1,lru,19200,30,16,2,0.0023,5.95,2378638963
perthread,msr_prxy_1,lru,19200,30,16,3,0.0023,5.85,2379638963
perthread,msr_prxy_1,s3fifo,1200,26,1,1,0.0026,3.70,168638963
perthread,msr_prxy_1,s3fifo,1200,26,1,2,0.0026,3.66,168638963
perthread,msr_prxy_1,s3fifo,1200,26,1,3,0.0026,3.68,168638963
