trace,policy,mode,size_base_mb,size_mb,threads,hp,rep,miss_ratio,mqps,requests
msr_prxy_1,perthread,replicated,600,1200,2,26,1,0.0031,1.06,337277926
msr_prxy_1,perthread,replicated,600,1200,2,26,2,0.0031,1.06,337277926
msr_prxy_1,perthread,replicated,600,1200,2,26,3,0.0031,1.06,337277926
msr_prxy_1,perthread,replicated,600,1200,2,26,4,0.0031,1.06,337277926
msr_prxy_1,lru,replicated,600,2400,4,27,1,0.0030,6.48,620277926
msr_prxy_1,lru,replicated,600,2400,4,27,2,0.0030,6.47,619277926
msr_prxy_1,lru,replicated,600,2400,4,27,3,0.0030,6.41,613277926
msr_prxy_1,lru,replicated,600,2400,4,27,4,0.0029,6.34,607277926
msr_prxy_1,perthread,replicated,600,2400,4,27,1,0.0033,1.83,672916889
msr_prxy_1,perthread,replicated,600,2400,4,27,2,0.0033,1.80,672916889
msr_prxy_1,perthread,replicated,600,2400,4,27,3,0.0033,1.76,674555852
msr_prxy_1,perthread,replicated,600,2400,4,27,4,0.0033,1.76,674555852
msr_prxy_1,lru,replicated,600,4800,8,28,1,0.0029,5.31,1228638963
msr_prxy_1,lru,replicated,600,4800,8,28,2,0.0029,5.66,1218638963
msr_prxy_1,lru,replicated,600,4800,8,28,3,0.0029,5.41,1208638963
msr_prxy_1,lru,replicated,600,4800,8,28,4,0.0029,5.46,1219638963
msr_prxy_1,perthread,replicated,600,4800,8,28,1,0.0029,2.98,1285638963
msr_prxy_1,perthread,replicated,600,4800,8,28,2,0.0030,2.94,1311638963
msr_prxy_1,perthread,replicated,600,4800,8,28,3,0.0029,3.01,1279638963
msr_prxy_1,perthread,replicated,600,4800,8,28,4,0.0029,2.98,1284638963
msr_prxy_1,lru,replicated,600,9600,16,29,1,0.0029,5.78,2488277926
msr_prxy_1,lru,replicated,600,9600,16,29,2,0.0029,5.88,2440638963
msr_prxy_1,lru,replicated,600,9600,16,29,3,0.0029,5.84,2469638963
msr_prxy_1,lru,replicated,600,9600,16,29,4,0.0029,6.00,2439638963
msr_prxy_1,perthread,replicated,600,9600,16,29,1,0.0028,3.89,2329638963
msr_prxy_1,perthread,replicated,600,9600,16,29,2,0.0028,3.94,2325638963
msr_prxy_1,perthread,replicated,600,9600,16,29,3,0.0028,3.92,2343277926
msr_prxy_1,perthread,replicated,600,9600,16,29,4,0.0028,3.94,2327638963
msr_prxy_1,lru,replicated,256,256,1,24,1,0.3574,0.69,168638963
msr_prxy_1,lru,replicated,256,256,1,24,2,0.3574,0.69,168638963
msr_prxy_1,lru,replicated,256,256,1,24,3,0.3574,0.69,168638963
msr_prxy_1,lru,replicated,256,256,1,24,4,0.3574,0.69,168638963
msr_prxy_1,perthread,replicated,256,256,1,24,1,0.3218,0.44,168638963
msr_prxy_1,perthread,replicated,256,256,1,24,2,0.2495,0.47,168638963
msr_prxy_1,perthread,replicated,256,256,1,24,3,0.2497,0.47,168638963
msr_prxy_1,perthread,replicated,256,256,1,24,4,0.2573,0.44,168638963
msr_prxy_1,lru,replicated,256,512,2,25,1,0.0196,3.30,310638963
msr_prxy_1,lru,replicated,256,512,2,25,2,0.0195,3.29,309638963
msr_prxy_1,lru,replicated,256,512,2,25,3,0.0195,3.30,310638963
msr_prxy_1,lru,replicated,256,512,2,25,4,0.0164,3.74,323638963
msr_prxy_1,perthread,replicated,256,512,2,25,1,0.0179,1.00,337277926
msr_prxy_1,perthread,replicated,256,512,2,25,2,0.0224,0.98,337277926
msr_prxy_1,perthread,replicated,256,512,2,25,3,0.0179,1.00,337277926
msr_prxy_1,perthread,replicated,256,512,2,25,4,0.0224,0.96,337277926
msr_prxy_1,lru,replicated,256,1024,4,26,1,0.0128,6.19,635638963
msr_prxy_1,lru,replicated,256,1024,4,26,2,0.0129,6.05,621277926
msr_prxy_1,lru,replicated,256,1024,4,26,3,0.0127,6.42,608638963
msr_prxy_1,lru,replicated,256,1024,4,26,4,0.0129,6.15,631277926
msr_prxy_1,perthread,replicated,256,1024,4,26,1,0.0138,1.82,674555852
msr_prxy_1,perthread,replicated,256,1024,4,26,2,0.0138,1.82,674555852
msr_prxy_1,perthread,replicated,256,1024,4,26,3,0.0138,1.82,674555852
msr_prxy_1,perthread,replicated,256,1024,4,26,4,0.0138,1.82,674555852
msr_prxy_1,lru,replicated,256,2048,8,27,1,0.0126,5.40,1194638963
msr_prxy_1,lru,replicated,256,2048,8,27,2,0.0126,5.29,1211638963
msr_prxy_1,lru,replicated,256,2048,8,27,3,0.0126,5.14,1218638963
msr_prxy_1,lru,replicated,256,2048,8,27,4,0.0126,5.44,1203638963
msr_prxy_1,perthread,replicated,256,2048,8,27,1,0.0127,3.03,1291638963
msr_prxy_1,perthread,replicated,256,2048,8,27,2,0.0126,3.00,1281638963
msr_prxy_1,perthread,replicated,256,2048,8,27,3,0.0127,3.02,1289277926
msr_prxy_1,perthread,replicated,256,2048,8,27,4,0.0127,3.04,1298277926
msr_prxy_1,lru,replicated,256,4096,16,28,1,0.0127,5.59,2476638963
msr_prxy_1,lru,replicated,256,4096,16,28,2,0.0127,5.84,2491638963
msr_prxy_1,lru,replicated,256,4096,16,28,3,0.0128,5.94,2581916889
msr_prxy_1,lru,replicated,256,4096,16,28,4,0.0128,5.84,2539277926
msr_prxy_1,perthread,replicated,256,4096,16,28,1,0.0125,3.97,2320638963
msr_prxy_1,perthread,replicated,256,4096,16,28,2,0.0125,3.97,2320638963
msr_prxy_1,perthread,replicated,256,4096,16,28,3,0.0125,3.95,2315638963
msr_prxy_1,perthread,replicated,256,4096,16,28,4,0.0125,4.00,2315638963
