dataset,trace,cache_pct,lru,lruforgive,lru_gap_pp,s3fifo,s3fifoforgive,s3_gap_pp
metaKV,202206_kv_traces_all.csv,0.1,0.2575,0.2534,0.410,0.2151,0.2151,0.000
metaKV,202210_kv_traces_all_sort.csv,0.1,0.1791,0.1790,0.010,0.1624,0.1624,0.000
metaKV,202401_kv_traces_all_sort.csv,0.1,0.3501,0.3496,0.050,0.3169,0.3170,-0.010
metaStorage,block_traces_1,0.1,0.4888,0.4909,-0.210,0.5191,0.5191,0.000
metaStorage,block_traces_2,0.1,0.4965,0.4982,-0.170,0.5231,0.5231,0.000
metaStorage,block_traces_3,0.1,0.5129,0.5144,-0.150,0.5381,0.5381,0.000
metaStorage,block_traces_4,0.1,0.5063,0.5077,-0.140,0.5343,0.5343,0.000
metaStorage,block_traces_5,0.1,0.5175,0.5188,-0.130,0.5440,0.5439,0.010
msr,msr_hm_0,0.1,,,,,,
msr,msr_prn_0,0.1,,,,,,
msr,msr_prn_1,0.1,0.8070,0.8056,0.140,0.8422,0.8371,0.510
msr,msr_proj_0,0.1,,,,,,
msr,msr_proj_1,0.1,0.9196,0.9182,0.140,0.9521,0.9505,0.160
msr,msr_proj_2,0.1,0.9869,0.9866,0.030,0.9903,0.9898,0.050
msr,msr_proj_4,0.1,0.9848,0.9835,0.130,0.9789,0.9778,0.110
msr,msr_prxy_0,0.1,,,,,,
msr,msr_prxy_1,0.1,,,,,,
msr,msr_src1_0,0.1,0.9661,0.9654,0.070,0.9730,0.9722,0.080
msr,msr_src1_1,0.1,0.9681,0.9672,0.090,0.9817,0.9808,0.090
msr,msr_usr_1,0.1,0.9072,0.8927,1.450,0.8972,0.8833,1.390
msr,msr_usr_2,0.1,0.8490,0.8466,0.240,0.8498,0.8488,0.100
msr,msr_web_2,0.1,0.9955,0.9954,0.010,0.9950,0.9950,0.000
systor,2016_LUN0,0.1,,,,,,
systor,2016_LUN1,0.1,,,,,,
systor,2016_LUN2,0.1,,,,,,
systor,2016_LUN3,0.1,,,,,,
systor,2016_LUN4,0.1,,,,,,
systor,2016_LUN6,0.1,,,,,,
tencentBlock_v2,tencentBlock_10000,0.1,0.5608,0.4786,8.220,0.4718,0.4668,0.500
tencentBlock_v2,tencentBlock_10001,0.1,0.4395,0.4309,0.860,0.4282,0.4282,0.000
tencentBlock_v2,tencentBlock_10012,0.1,0.8125,0.8050,0.750,0.8402,0.8373,0.290
tencentBlock_v2,tencentBlock_10100,0.1,0.9124,0.9077,0.470,0.9046,0.9043,0.030
tencentBlock_v2,tencentBlock_10163,0.1,0.8295,0.8205,0.900,0.8483,0.8443,0.400
tencentBlock_v2,tencentBlock_10171,0.1,0.7350,0.6383,9.670,0.6012,0.5965,0.470
tencentBlock_v2,tencentBlock_10226,0.1,0.7398,0.7327,0.710,0.7686,0.7649,0.370
tencentBlock_v2,tencentBlock_10348,0.1,0.7277,0.7113,1.640,0.6995,0.6985,0.100
tencentBlock_v2,tencentBlock_10476,0.1,0.8382,0.8367,0.150,0.8623,0.8598,0.250
tencentBlock_v2,tencentBlock_10512,0.1,0.8536,0.8508,0.280,0.8724,0.8707,0.170
tencentBlock_v2,tencentBlock_10533,0.1,0.7769,0.7741,0.280,0.7752,0.7752,0.000
tencentBlock_v2,tencentBlock_10564,0.1,0.8280,0.8189,0.910,0.8445,0.8395,0.500
tencentBlock_v2,tencentBlock_1063,0.1,0.9005,,,0.8262,0.8276,-0.140
tencentBlock_v2,tencentBlock_10635,0.1,0.5509,0.4768,7.410,0.4748,0.4704,0.440
tencentBlock_v2,tencentBlock_1069,0.1,0.3365,0.3366,-0.010,0.3365,0.3365,0.000
tencentBlock_v2,tencentBlock_10799,0.1,0.8475,0.8363,1.120,0.8541,0.8537,0.040
tencentBlock_v2,tencentBlock_10836,0.1,0.9534,0.9530,0.040,0.9517,0.9517,0.000
tencentBlock_v2,tencentBlock_10935,0.1,0.6652,0.6231,4.210,0.6106,0.6035,0.710
tencentBlock_v2,tencentBlock_11013,0.1,0.8280,0.8187,0.930,0.8489,0.8437,0.520
tencentBlock_v2,tencentBlock_11034,0.1,0.5740,0.4906,8.340,0.4848,0.4803,0.450
tencentBlock_v2,tencentBlock_11156,0.1,0.8704,0.8690,0.140,0.8737,0.8735,0.020
tencentBlock_v2,tencentBlock_1121,0.1,0.7530,0.7260,2.700,0.7276,0.7264,0.120
tencentBlock_v2,tencentBlock_1148,0.1,0.2961,0.2956,0.050,0.2904,0.2904,0.000
tencentBlock_v2,tencentBlock_11509,0.1,0.6830,0.6530,3.000,0.6395,0.6419,-0.240
tencentBlock_v2,tencentBlock_1152,0.1,0.1973,0.2038,-0.650,0.1818,0.1819,-0.010
tencentBlock_v2,tencentBlock_11549,0.1,0.8221,0.8112,1.090,0.8244,0.8227,0.170
tencentBlock_v2,tencentBlock_11569,0.1,0.8582,0.8526,0.560,0.8714,0.8689,0.250
tencentBlock_v2,tencentBlock_11615,0.1,0.7996,0.7926,0.700,0.8357,0.8299,0.580
tencentBlock_v2,tencentBlock_1162,0.1,1.0000,1.0000,0.000,0.9999,0.9999,0.000
tencentBlock_v2,tencentBlock_11622,0.1,0.8154,0.8129,0.250,0.8155,0.8152,0.030
tencentBlock_v2,tencentBlock_1163,0.1,0.8538,0.8534,0.040,0.8518,0.8509,0.090
tencentBlock_v2,tencentBlock_11633,0.1,0.4922,0.4882,0.400,0.4915,0.4881,0.340
tencentBlock_v2,tencentBlock_11634,0.1,0.7427,0.7339,0.880,0.7677,0.7635,0.420
tencentBlock_v2,tencentBlock_1164,0.1,0.6077,0.5912,1.650,0.5700,0.5696,0.040
tencentBlock_v2,tencentBlock_11648,0.1,0.8322,0.8214,1.080,0.8508,0.8452,0.560
tencentBlock_v2,tencentBlock_11656,0.1,0.6584,0.5916,6.680,0.5775,0.5607,1.680
tencentBlock_v2,tencentBlock_11669,0.1,0.8093,0.8000,0.930,0.8357,0.8322,0.350
tencentBlock_v2,tencentBlock_11784,0.1,0.8387,0.8291,0.960,0.8540,0.8481,0.590
tencentBlock_v2,tencentBlock_11822,0.1,0.6702,0.6682,0.200,0.6659,0.6659,0.000
tencentBlock_v2,tencentBlock_11887,0.1,0.5586,0.4748,8.380,0.4693,0.4646,0.470
tencentBlock_v2,tencentBlock_11933,0.1,0.8340,0.8244,0.960,0.8541,0.8471,0.700
tencentBlock_v2,tencentBlock_1205,0.1,0.4063,0.3911,1.520,0.3752,0.3749,0.030
tencentBlock_v2,tencentBlock_12075,0.1,0.8392,0.8371,0.210,0.8603,0.8571,0.320
tencentBlock_v2,tencentBlock_1214,0.1,0.4507,0.4351,1.560,0.4234,0.4229,0.050
tencentBlock_v2,tencentBlock_12186,0.1,0.5089,0.4847,2.420,0.4866,0.4845,0.210
tencentBlock_v2,tencentBlock_12200,0.1,0.9097,0.9060,0.370,0.9052,0.9046,0.060
tencentBlock_v2,tencentBlock_12217,0.1,0.8284,0.8181,1.030,0.8498,0.8434,0.640
tencentBlock_v2,tencentBlock_12300,0.1,0.2065,0.2061,0.040,0.2074,0.2074,0.005
tencentBlock_v2,tencentBlock_12430,0.1,0.8015,0.6704,13.110,0.6133,0.6790,-6.570
tencentBlock_v2,tencentBlock_12447,0.1,0.6722,0.6630,0.920,0.6592,0.6583,0.090
tencentBlock_v2,tencentBlock_12455,0.1,0.7705,0.7309,3.960,0.7476,0.7450,0.260
tencentBlock_v2,tencentBlock_12461,0.1,0.8785,0.8730,0.550,0.8855,0.8835,0.200
tencentBlock_v2,tencentBlock_12621,0.1,0.8421,0.8392,0.290,0.8316,0.8313,0.030
tencentBlock_v2,tencentBlock_12704,0.1,0.7884,0.7808,0.760,0.8057,0.8017,0.400
tencentBlock_v2,tencentBlock_12726,0.1,0.7712,0.7639,0.730,0.7951,0.7910,0.410
tencentBlock_v2,tencentBlock_1273,0.1,0.3998,0.3858,1.400,0.3748,0.3745,0.030
tencentBlock_v2,tencentBlock_12745,0.1,0.8096,0.8093,0.030,0.8073,0.8073,0.000
tencentBlock_v2,tencentBlock_12754,0.1,0.5175,0.5219,-0.440,0.5293,0.5291,0.020
tencentBlock_v2,tencentBlock_12908,0.1,0.7419,0.7255,1.640,0.7385,0.7363,0.220
tencentBlock_v2,tencentBlock_1293,0.1,0.8754,0.8600,1.540,0.8583,0.8586,-0.030
tencentBlock_v2,tencentBlock_12973,0.1,0.7826,0.7739,0.870,0.8025,0.7976,0.490
tencentBlock_v2,tencentBlock_13039,0.1,0.8743,0.8682,0.610,0.8833,0.8810,0.230
tencentBlock_v2,tencentBlock_13057,0.1,0.7979,0.7886,0.930,0.8261,0.8216,0.450
tencentBlock_v2,tencentBlock_1306,0.1,0.5649,0.5646,0.030,0.5644,0.5644,0.000
tencentBlock_v2,tencentBlock_13155,0.1,0.7761,0.7755,0.060,0.7730,0.7730,0.000
tencentBlock_v2,tencentBlock_13198,0.1,0.8496,0.8405,0.910,0.8629,0.8587,0.420
tencentBlock_v2,tencentBlock_1326,0.1,0.9193,0.8928,2.650,0.8923,0.8937,-0.140
tencentBlock_v2,tencentBlock_13286,0.1,0.8012,0.7886,1.260,0.8210,0.8160,0.500
tencentBlock_v2,tencentBlock_13349,0.1,0.8545,0.8498,0.470,0.8709,0.8689,0.200
tencentBlock_v2,tencentBlock_13435,0.1,0.7843,0.7750,0.930,0.8026,0.7986,0.400
tencentBlock_v2,tencentBlock_13439,0.1,0.9180,0.9157,0.230,0.9247,0.9241,0.060
tencentBlock_v2,tencentBlock_13494,0.1,0.6527,0.6133,3.940,0.6291,0.6259,0.320
tencentBlock_v2,tencentBlock_1351,0.1,,,,0.8698,0.8707,-0.090
tencentBlock_v2,tencentBlock_1360,0.1,,,,,,
tencentBlock_v2,tencentBlock_1362,0.1,0.6156,0.6021,1.350,0.5985,0.5973,0.120
tencentBlock_v2,tencentBlock_13786,0.1,0.8440,0.8422,0.180,0.8660,0.8637,0.230
tencentBlock_v2,tencentBlock_13789,0.1,0.4995,0.4811,1.840,0.4800,0.4783,0.170
tencentBlock_v2,tencentBlock_13811,0.1,0.7908,0.7816,0.920,0.8070,0.8027,0.430
tencentBlock_v2,tencentBlock_13912,0.1,0.6002,0.5328,6.740,0.5339,0.5259,0.800
tencentBlock_v2,tencentBlock_1394,0.1,0.6799,0.6736,0.630,0.6681,0.6678,0.030
tencentBlock_v2,tencentBlock_13980,0.1,0.4937,0.4933,0.040,0.4942,0.4942,0.000
tencentBlock_v2,tencentBlock_14002,0.1,0.6408,0.6325,0.830,0.6281,0.6267,0.140
tencentBlock_v2,tencentBlock_14067,0.1,0.5106,0.4458,6.480,0.4580,0.4544,0.360
tencentBlock_v2,tencentBlock_14207,0.1,0.8319,0.8204,1.150,0.8490,0.8420,0.700
tencentBlock_v2,tencentBlock_14248,0.1,0.4523,0.4570,-0.470,0.4022,0.3992,0.300
tencentBlock_v2,tencentBlock_14300,0.1,0.7276,0.7256,0.200,0.7254,0.7254,0.000
tencentBlock_v2,tencentBlock_1437,0.1,0.2111,0.2173,-0.620,0.2044,0.2043,0.010
tencentBlock_v2,tencentBlock_14467,0.1,0.7469,0.7383,0.860,0.7591,0.7584,0.070
tencentBlock_v2,tencentBlock_1458,0.1,0.3711,0.3521,1.900,0.3030,0.3018,0.120
tencentBlock_v2,tencentBlock_14585,0.1,0.6678,0.6610,0.680,0.6659,0.6657,0.020
tencentBlock_v2,tencentBlock_1475,0.1,0.8347,0.8242,1.050,0.8537,0.8480,0.570
tencentBlock_v2,tencentBlock_14833,0.1,0.8303,0.8220,0.830,0.8538,0.8481,0.570
tencentBlock_v2,tencentBlock_14863,0.1,0.8371,0.8224,1.470,0.8212,0.8209,0.030
tencentBlock_v2,tencentBlock_1505,0.1,0.8184,0.8096,0.880,0.8452,0.8409,0.430
tencentBlock_v2,tencentBlock_15138,0.1,0.8669,0.8573,0.960,0.8714,0.8694,0.200
tencentBlock_v2,tencentBlock_15175,0.1,0.5163,0.4520,6.430,0.4588,0.4551,0.370
tencentBlock_v2,tencentBlock_1525,0.1,0.8082,0.8025,0.570,0.8141,0.8130,0.110
tencentBlock_v2,tencentBlock_15420,0.1,0.7976,0.7943,0.330,0.7955,0.7955,0.000
tencentBlock_v2,tencentBlock_1548,0.1,0.9726,0.9654,0.720,0.9641,0.9641,0.000
tencentBlock_v2,tencentBlock_15481,0.1,0.5837,0.5715,1.220,0.5737,0.5729,0.080
tencentBlock_v2,tencentBlock_1552,0.1,0.8271,0.8166,1.050,0.8505,0.8457,0.480
tencentBlock_v2,tencentBlock_15549,0.1,0.6159,0.6154,0.050,0.6157,0.6155,0.020
tencentBlock_v2,tencentBlock_1557,0.1,0.8729,0.8501,2.280,0.8369,0.8318,0.510
tencentBlock_v2,tencentBlock_15701,0.1,0.6167,0.6054,1.130,0.6060,0.6057,0.030
tencentBlock_v2,tencentBlock_15804,0.1,0.9202,0.9186,0.160,0.9274,0.9265,0.090
tencentBlock_v2,tencentBlock_15812,0.1,0.8490,0.8458,0.320,0.8662,0.8639,0.230
tencentBlock_v2,tencentBlock_1586,0.1,0.8084,0.7969,1.150,0.8267,0.8221,0.460
tencentBlock_v2,tencentBlock_1591,0.1,1.0000,1.0000,0.000,0.9999,0.9999,0.000
tencentBlock_v2,tencentBlock_15910,0.1,0.8154,0.8083,0.710,0.8384,0.8358,0.260
tencentBlock_v2,tencentBlock_15939,0.1,0.9316,0.9289,0.270,0.9304,0.9303,0.010
tencentBlock_v2,tencentBlock_15957,0.1,0.6473,0.5879,5.940,0.5663,0.5497,1.660
tencentBlock_v2,tencentBlock_1599,0.1,0.9745,0.9745,0.000,0.9744,0.9744,0.000
tencentBlock_v2,tencentBlock_16023,0.1,0.8141,0.8077,0.640,0.8401,0.8378,0.230
tencentBlock_v2,tencentBlock_16065,0.1,0.8250,0.8129,1.210,0.8438,0.8398,0.400
tencentBlock_v2,tencentBlock_1625,0.1,0.1925,0.1880,0.450,0.1790,0.1789,0.010
tencentBlock_v2,tencentBlock_1633,0.1,0.6083,0.6021,0.620,0.6027,0.6023,0.040
tencentBlock_v2,tencentBlock_16357,0.1,0.8277,0.8196,0.810,0.8496,0.8454,0.420
tencentBlock_v2,tencentBlock_16433,0.1,0.9374,0.9161,2.130,0.9052,0.9025,0.270
tencentBlock_v2,tencentBlock_16546,0.1,0.5889,0.5605,2.840,0.5491,0.5452,0.390
tencentBlock_v2,tencentBlock_1655,0.1,0.6565,0.6504,0.610,0.6501,0.6478,0.230
tencentBlock_v2,tencentBlock_1662,0.1,0.4134,0.3995,1.390,0.3849,0.3846,0.030
tencentBlock_v2,tencentBlock_16639,0.1,0.6263,0.6217,0.460,0.6323,0.6312,0.110
tencentBlock_v2,tencentBlock_16739,0.1,0.9675,0.9656,0.190,0.9640,0.9638,0.020
tencentBlock_v2,tencentBlock_16742,0.1,0.7892,0.7698,1.940,0.7646,0.7633,0.130
tencentBlock_v2,tencentBlock_16788,0.1,0.7659,0.7556,1.030,0.7646,0.7644,0.020
tencentBlock_v2,tencentBlock_16864,0.1,0.7236,0.7230,0.060,0.7235,0.7235,0.000
tencentBlock_v2,tencentBlock_16868,0.1,0.5244,0.5160,0.840,0.5065,0.5059,0.060
tencentBlock_v2,tencentBlock_16918,0.1,0.7764,0.7676,0.880,0.7897,0.7855,0.420
tencentBlock_v2,tencentBlock_16923,0.1,0.7991,0.7869,1.220,0.7836,0.7838,-0.020
tencentBlock_v2,tencentBlock_1699,0.1,0.7842,0.7770,0.720,0.7926,0.7903,0.230
tencentBlock_v2,tencentBlock_17009,0.1,0.7998,0.7966,0.320,0.7972,0.7972,0.000
tencentBlock_v2,tencentBlock_17010,0.1,0.5460,0.4617,8.430,0.4542,0.4491,0.510
tencentBlock_v2,tencentBlock_17173,0.1,0.6468,0.5843,6.250,0.5674,0.5499,1.750
tencentBlock_v2,tencentBlock_1730,0.1,0.7589,0.7458,1.310,0.7318,0.7233,0.850
tencentBlock_v2,tencentBlock_17389,0.1,0.5940,0.5432,5.080,0.5376,0.5293,0.830
tencentBlock_v2,tencentBlock_17393,0.1,0.6143,0.5894,2.490,0.5832,0.5815,0.170
tencentBlock_v2,tencentBlock_17513,0.1,0.8463,0.8445,0.180,0.8653,0.8634,0.190
tencentBlock_v2,tencentBlock_1757,0.1,0.9639,0.9489,1.500,0.9480,0.9391,0.890
tencentBlock_v2,tencentBlock_17644,0.1,0.7959,0.7845,1.140,0.8180,0.8147,0.330
tencentBlock_v2,tencentBlock_17742,0.1,0.7990,0.7959,0.310,0.7969,0.7968,0.010
tencentBlock_v2,tencentBlock_17792,0.1,0.7965,0.7919,0.460,0.7781,0.7774,0.070
tencentBlock_v2,tencentBlock_17837,0.1,0.8330,0.8224,1.060,0.8337,0.8309,0.280
tencentBlock_v2,tencentBlock_1791,0.1,0.5846,0.5689,1.570,0.5693,0.5666,0.270
tencentBlock_v2,tencentBlock_17998,0.1,0.6122,0.6115,0.070,0.6134,0.6132,0.020
tencentBlock_v2,tencentBlock_1802,0.1,0.8502,0.8471,0.310,0.8685,0.8665,0.200
tencentBlock_v2,tencentBlock_18133,0.1,0.9821,0.9742,0.790,0.9596,0.9593,0.030
tencentBlock_v2,tencentBlock_18292,0.1,0.7520,0.7069,4.510,0.7099,0.7409,-3.100
tencentBlock_v2,tencentBlock_18324,0.1,,,,,,
tencentBlock_v2,tencentBlock_18417,0.1,0.5243,0.5106,1.370,0.5088,0.5083,0.050
tencentBlock_v2,tencentBlock_18464,0.1,0.4501,0.3912,5.890,0.3799,0.3781,0.180
tencentBlock_v2,tencentBlock_1847,0.1,0.9003,0.9000,0.030,0.8996,0.8996,0.000
tencentBlock_v2,tencentBlock_18605,0.1,0.7067,0.7001,0.660,0.6937,0.6937,0.000
tencentBlock_v2,tencentBlock_18797,0.1,0.8016,0.7398,6.180,0.7401,0.7357,0.440
tencentBlock_v2,tencentBlock_1894,0.1,0.6425,0.6227,1.980,0.6245,0.6243,0.020
tencentBlock_v2,tencentBlock_18961,0.1,0.5062,0.5032,0.300,0.5103,0.5103,0.000
tencentBlock_v2,tencentBlock_1900,0.1,0.6166,0.6162,0.040,0.6180,0.6179,0.010
tencentBlock_v2,tencentBlock_1911,0.1,0.9999,0.9999,0.000,0.9999,0.9999,0.000
tencentBlock_v2,tencentBlock_19120,0.1,0.7484,0.7450,0.340,0.7445,0.7444,0.010
tencentBlock_v2,tencentBlock_19202,0.1,0.5320,0.4708,6.120,0.4690,0.4670,0.200
tencentBlock_v2,tencentBlock_19220,0.1,0.8522,0.8008,5.140,0.8002,0.7962,0.400
tencentBlock_v2,tencentBlock_19260,0.1,0.5807,0.4988,8.190,0.4908,0.4855,0.530
tencentBlock_v2,tencentBlock_19265,0.1,0.5597,0.4793,8.040,0.4709,0.4659,0.500
tencentBlock_v2,tencentBlock_19271,0.1,0.6035,0.6026,0.090,0.6037,0.6036,0.010
tencentBlock_v2,tencentBlock_1933,0.1,0.8366,0.8355,0.110,0.8621,0.8587,0.340
tencentBlock_v2,tencentBlock_19985,0.1,0.8070,0.7951,1.190,0.8262,0.8239,0.230
tencentBlock_v2,tencentBlock_1999,0.1,0.8360,0.8283,0.770,0.8382,0.8358,0.240
tencentBlock_v2,tencentBlock_20042,0.1,0.6559,0.6507,0.520,0.6481,0.6480,0.010
tencentBlock_v2,tencentBlock_20052,0.1,0.8440,0.8409,0.310,0.8608,0.8584,0.240
tencentBlock_v2,tencentBlock_2009,0.1,0.9241,0.9235,0.060,0.9265,0.9264,0.010
tencentBlock_v2,tencentBlock_20095,0.1,0.5631,0.5534,0.970,0.5462,0.5455,0.070
tencentBlock_v2,tencentBlock_20128,0.1,0.8741,0.8607,1.340,0.8854,0.8815,0.390
tencentBlock_v2,tencentBlock_2017,0.1,0.8320,0.8232,0.880,0.8531,0.8480,0.510
tencentBlock_v2,tencentBlock_20291,0.1,0.5926,0.5919,0.070,0.5938,0.5938,0.000
tencentBlock_v2,tencentBlock_2030,0.1,0.5327,0.5228,0.990,0.5252,0.5243,0.090
tencentBlock_v2,tencentBlock_2035,0.1,0.9776,0.9776,0.000,0.9774,0.9774,0.000
tencentBlock_v2,tencentBlock_20627,0.1,0.8439,0.8290,1.490,0.8270,0.8253,0.170
tencentBlock_v2,tencentBlock_2067,0.1,0.7546,0.7534,0.120,0.7875,0.7844,0.310
tencentBlock_v2,tencentBlock_20699,0.1,0.5935,0.5713,2.220,0.5867,0.5845,0.220
tencentBlock_v2,tencentBlock_2075,0.1,0.8386,0.8372,0.140,0.8618,0.8595,0.230
tencentBlock_v2,tencentBlock_2079,0.1,0.6555,0.6312,2.430,0.5674,0.5642,0.320
tencentBlock_v2,tencentBlock_20979,0.1,0.8230,0.8108,1.220,0.8297,0.8276,0.210
tencentBlock_v2,tencentBlock_21031,0.1,0.3755,0.3758,-0.030,0.3768,0.3768,0.000
tencentBlock_v2,tencentBlock_21054,0.1,0.8415,0.8370,0.450,0.8610,0.8577,0.330
tencentBlock_v2,tencentBlock_2109,0.1,0.8447,0.8425,0.220,0.8679,0.8649,0.300
tencentBlock_v2,tencentBlock_2127,0.1,0.7158,0.6776,3.820,0.6559,0.6496,0.630
tencentBlock_v2,tencentBlock_21346,0.1,0.8458,0.8431,0.270,0.8658,0.8635,0.230
tencentBlock_v2,tencentBlock_21369,0.1,0.9250,0.9249,0.010,0.9274,0.9274,0.000
tencentBlock_v2,tencentBlock_21390,0.1,0.6005,0.5971,0.340,0.5954,0.5954,0.000
tencentBlock_v2,tencentBlock_2145,0.1,0.7583,0.7562,0.210,0.7559,0.7559,0.000
tencentBlock_v2,tencentBlock_21564,0.1,0.9364,0.9316,0.480,0.9365,0.9352,0.130
tencentBlock_v2,tencentBlock_21795,0.1,0.5969,0.5803,1.660,0.5818,0.5791,0.270
tencentBlock_v2,tencentBlock_21805,0.1,0.7513,0.7242,2.710,,0.7199,
tencentBlock_v2,tencentBlock_2212,0.1,0.4403,0.4294,1.090,0.4169,0.4167,0.020
tencentBlock_v2,tencentBlock_2216,0.1,0.8591,0.8556,0.350,0.8742,0.8719,0.230
tencentBlock_v2,tencentBlock_2219,0.1,0.8061,0.8034,0.270,0.8260,0.8232,0.280
tencentBlock_v2,tencentBlock_2230,0.1,0.7563,0.7470,0.930,0.7482,0.7474,0.080
tencentBlock_v2,tencentBlock_2275,0.1,0.9177,0.9175,0.020,0.9169,0.9169,0.000
tencentBlock_v2,tencentBlock_2286,0.1,0.5153,0.5199,-0.460,0.4189,0.4137,0.520
tencentBlock_v2,tencentBlock_22923,0.1,0.6572,0.5799,7.730,0.5527,0.5487,0.400
tencentBlock_v2,tencentBlock_2308,0.1,0.4806,0.4590,2.160,0.4065,0.4057,0.080
tencentBlock_v2,tencentBlock_2313,0.1,0.8428,0.8128,3.000,0.7945,0.7913,0.320
tencentBlock_v2,tencentBlock_23299,0.1,0.9772,0.9770,0.020,0.9828,0.9828,0.000
tencentBlock_v2,tencentBlock_2337,0.1,0.7694,0.7583,1.110,0.7846,0.7797,0.490
tencentBlock_v2,tencentBlock_23374,0.1,0.5826,0.5804,0.220,0.6001,0.5989,0.120
tencentBlock_v2,tencentBlock_23429,0.1,0.6986,0.6356,6.300,0.5779,0.5806,-0.270
tencentBlock_v2,tencentBlock_2362,0.1,0.7703,0.7549,1.540,0.7627,0.7612,0.150
tencentBlock_v2,tencentBlock_23689,0.1,0.3950,0.3914,0.360,0.3831,0.3827,0.040
tencentBlock_v2,tencentBlock_23707,0.1,0.5419,0.5448,-0.290,0.5454,0.5439,0.150
tencentBlock_v2,tencentBlock_2376,0.1,0.8558,0.8530,0.280,0.8728,0.8708,0.200
tencentBlock_v2,tencentBlock_24190,0.1,0.7318,0.6702,6.160,0.5789,0.5920,-1.310
tencentBlock_v2,tencentBlock_24332,0.1,0.5552,0.5494,0.580,0.5509,0.5509,0.000
tencentBlock_v2,tencentBlock_2438,0.1,0.6719,0.6584,1.350,0.6525,0.6485,0.400
tencentBlock_v2,tencentBlock_2534,0.1,0.4114,0.4048,0.660,0.4030,0.4023,0.070
tencentBlock_v2,tencentBlock_25411,0.1,0.4689,0.4888,-1.990,0.4434,0.4771,-3.370
tencentBlock_v2,tencentBlock_25669,0.1,0.9206,0.9164,0.420,0.9485,0.9470,0.145
tencentBlock_v2,tencentBlock_25697,0.1,0.6851,0.6740,1.110,,0.6578,
tencentBlock_v2,tencentBlock_2583,0.1,0.8619,0.8551,0.680,0.8509,0.8506,0.030
tencentBlock_v2,tencentBlock_2627,0.1,0.4374,0.4233,1.410,0.4123,0.4120,0.030
tencentBlock_v2,tencentBlock_2690,0.1,0.8352,0.8276,0.760,0.8451,0.8423,0.280
tencentBlock_v2,tencentBlock_2706,0.1,0.5473,0.4644,8.290,0.4571,0.4523,0.480
tencentBlock_v2,tencentBlock_2761,0.1,0.9086,0.9072,0.140,0.8955,0.8956,-0.010
tencentBlock_v2,tencentBlock_2771,0.1,0.4851,0.4786,0.650,0.4412,0.4383,0.290
tencentBlock_v2,tencentBlock_2911,0.1,0.5559,0.5610,-0.510,0.5506,0.5506,0.000
tencentBlock_v2,tencentBlock_2932,0.1,0.8203,0.8151,0.520,0.8246,0.8233,0.130
tencentBlock_v2,tencentBlock_2982,0.1,0.2007,0.1969,0.380,0.1799,0.1798,0.010
tencentBlock_v2,tencentBlock_3021,0.1,0.7730,0.7701,0.290,0.7896,0.7876,0.200
tencentBlock_v2,tencentBlock_3027,0.1,0.7974,0.7937,0.370,0.8103,0.8081,0.220
tencentBlock_v2,tencentBlock_3036,0.1,0.8002,0.7744,2.580,0.7483,0.7456,0.270
tencentBlock_v2,tencentBlock_3084,0.1,0.5303,0.5036,2.670,0.4918,0.4901,0.170
tencentBlock_v2,tencentBlock_3104,0.1,0.8519,0.8488,0.310,0.8721,0.8695,0.260
tencentBlock_v2,tencentBlock_3109,0.1,0.8170,0.8127,0.430,0.8458,0.8426,0.320
tencentBlock_v2,tencentBlock_3135,0.1,0.7888,0.7811,0.770,0.8079,0.8044,0.350
tencentBlock_v2,tencentBlock_3204,0.1,0.8199,0.7963,2.360,0.7737,0.7717,0.200
tencentBlock_v2,tencentBlock_3240,0.1,0.2206,0.2203,0.030,0.2249,0.2249,0.000
tencentBlock_v2,tencentBlock_3246,0.1,0.6354,0.6206,1.480,0.6276,0.6265,0.110
tencentBlock_v2,tencentBlock_3265,0.1,0.7904,0.7844,0.600,0.8001,0.7984,0.170
tencentBlock_v2,tencentBlock_3300,0.1,0.4193,0.4042,1.510,0.3940,0.3934,0.060
tencentBlock_v2,tencentBlock_3310,0.1,0.9339,0.9334,0.050,0.9357,0.9356,0.010
tencentBlock_v2,tencentBlock_3342,0.1,0.2361,0.2289,0.720,0.2019,0.2015,0.040
tencentBlock_v2,tencentBlock_3353,0.1,0.8059,0.7972,0.870,0.8356,0.8310,0.460
tencentBlock_v2,tencentBlock_3443,0.1,0.8373,0.8317,0.560,0.8579,0.8552,0.270
tencentBlock_v2,tencentBlock_3495,0.1,0.8171,0.8080,0.910,0.8365,0.8341,0.240
tencentBlock_v2,tencentBlock_3512,0.1,0.7165,0.7049,1.160,,,
tencentBlock_v2,tencentBlock_3557,0.1,0.7394,0.6989,4.050,0.6856,0.6776,0.800
tencentBlock_v2,tencentBlock_3561,0.1,0.3617,0.3568,0.490,0.3472,0.3469,0.030
tencentBlock_v2,tencentBlock_3618,0.1,0.5335,0.5099,2.360,0.5002,0.4996,0.060
tencentBlock_v2,tencentBlock_3678,0.1,0.7766,0.7699,0.670,0.7994,0.7952,0.420
tencentBlock_v2,tencentBlock_3699,0.1,0.7517,0.7436,0.810,0.7786,0.7754,0.320
tencentBlock_v2,tencentBlock_3708,0.1,0.7419,0.7395,0.240,0.7795,0.7744,0.510
tencentBlock_v2,tencentBlock_3762,0.1,0.4501,0.4315,1.860,0.4201,0.4172,0.290
